formula,target
CuTeAs,-0.014379612499999675
Er3Tm,-0.006420505000000354
AcMg149,-0.015938604777777716
Eu3Ag,-0.014459901249999518
Ga3Au,-0.015261884999999697
BaMg149,-0.014667739866666429
Fe3Rh,-0.0240818650000012
Fe3S,-0.010754177265625664
CaMg149,-0.02214203193333314
In3Au,-0.007664497499999978
DyMg149,-0.021622338666666487
Ho2MgTc,-0.02394901749999967
Eu(Ge3Pt)4,-0.010928754411764885
In3Pt,-0.026468474999999714
In3Pt,-0.011750797499999965
HoLu3,-0.007236349999999447
KIn3,-0.025320022000000275
Li(Mg4Al3)4,-0.02948063931034455
ErMg149,-0.02173570203333308
EuMg149,-0.02036957783333321
LiCu3,-0.024018274999999534
LiCu3,-0.025814973749999748
LiMg17Al11,-0.015624500344827163
LuMg3,-0.020846184999999906
LuMg3,-0.02778742749999985
HfMg149,-0.015466046099999934
LuPaRe2,-0.007892616250000373
HoMg149,-0.021706014499999923
Mg149Br,-0.022093918400000044
Mg149Ru,-0.01981354116666637
Mg149H,-0.010711685857466478
Mg149Bi,-0.02337113883333302
Mg149Mo,-0.00985880179999981
Mg149Pb,-0.024877096399999726
Mg149S,-0.028598480827083297
Mg149Hg,-0.0266807885999998
Mg149Cd,-0.025111467366666414
Mg149Rh,-0.027481133999999845
Mg149Re,-0.010300688049999849
Mg149Cl,-0.028522624821733112
Mg149Cr,-0.015414435333333169
Mg149Be,-0.014360865833333302
Gd3Ag,-0.009547129999999626
Mg149Nb,-0.011801532547618952
Mg149I,-0.0175857402666666
Mg149Ag,-0.024943217066666534
Mg149Fe,-0.010442112533333254
Mg149P,-0.020775396947618863
Mg149In,-0.025976258955555522
LuMg149,-0.021964189199999852
Mg149Al,-0.023189785066666673
Mg149Ga,-0.024973521533333192
Mg149Ni,-0.020360419199999834
Mg16Al12Cd,-0.01229367396551742
Mg149Mn,-0.00782612833333322
Mg149Sb,-0.024614661233333095
MgIn2,-0.02697727555555603
Mg149Sc,-0.022152777266666514
Mg149Se,-0.02578856579062479
Mg149Si,-0.02057208666666649
Mg149Tl,-0.02455431476666642
Mg149Tc,-0.014661009333333178
Mg149Sn,-0.02642784083333311
Mg149Te,-0.023963189133333267
Mg149Ti,-0.016340184177777627
Mg149Ta,-0.00941049426666666
Mg149V,-0.014431945999999888
Mg149Zn,-0.023608068300000014
Mg16Al12Au,-0.029030101724137777
Mg16Al12Br,-0.010455113793103142
Mg16Al12Cd,-0.01896870982758626
Mg16Al12Cd,-0.02326098844827619
Mg149Zr,-0.01729774099999967
Mg16Al12Ga,-0.024896936896551786
Mg16Al12Ga,-0.026980388275862407
Mg16Al12Ga,-0.015595150689655423
Na3Ge,-0.009143310000000238
Mg16Al12Ge,-0.013362240172413968
Mg16Al12N,-0.013920380426896407
Mg16Al12Hg,-0.025115248620689444
Mg16Al12In,-0.021657874597701035
Mg16Al12Pb,-0.008809610344827504
Mg16Al12In,-0.012169532873562813
Mg16Al12Ru,-0.013316578793103712
Mg16Al12Se,-0.024004878917025473
Mg16Al12Sb,-0.01068621706896571
Mg16Al12Sn,-0.016816015689655205
Mg16Al12Sn,-0.0205648805172411
Mg16Al12Te,-0.013460305172413627
Mg16Al12Zn,-0.018681825000000124
Mg16Al12Zn,-0.012577389482758909
Mg16Al12Zn,-0.022797565344827696
Mg16PaAl12,-0.024217777586206704
Mg16TiAl12,-0.018085105057471358
Mg16TiAl12,-0.0200389440229885
Mg17Al11Hg,-0.013946205862068916
Mg17Al11In,-0.009085246321839005
Mg16UAl12,-0.006577015172413879
Mg17Al11Sn,-0.01462305672413763
Mg17Al11Si,-0.018744564827585953
Mg16UAl12,-0.010063275172413944
Mg2Sc,-0.01954610000000005
Mg2Sc,-0.010944908333333577
Mg17Al11Zn,-0.025699575689655235
Mg3Tl,-0.012404481249999932
Mg3Tl,-0.007455793749999939
Mg5Ge,-0.023723869166667022
Mg5Ge,-0.018039760833333435
Mg5Ge,-0.016264522499999916
Mg5In,-0.027203017222222254
Mg5Pb,-0.011245723333333402
Mg5In,-0.028421012222222448
Mg5Pb,-0.01223903833333336
Mg5Pb,-0.014630486666666739
Mg5In,-0.02529100888888891
MgCu5,-0.024657208333333475
MgHg5,-0.025266963333333337
MgIn2,-0.007441515555555907
MgIn2,-0.01908877388888926
MgIn2,-0.02630692555555599
MgIn2,-0.024909528888888904
MgIn2,-0.02066652555555552
MgIn2,-0.024505307222222623
MgNi5,-0.01353245166666639
MgIn2,-0.00889654055555559
Mn3Os,-0.008877084999998175
MgSc,-0.021338852500000005
MgPb2,-0.027005186666666365
MgSc2,-0.01030265499999968
Mn3Co,-0.013515451249999089
MgPb3,-0.008446348749999721
MgPb2,-0.01628666333333347
MnTc2Sb,-0.01033568124999995
Na3Ag,-0.00653740125000013
Na3Pd,-0.022003018749999992
NaGa3,-0.009441726249999949
NaMg149,-0.019812945966666575
NpCo3,-0.009448502187499486
Pb3O,-0.009632890312500031
Pd3W,-0.025851971874999435
PdPt3,-0.019815832499999964
NdMg149,-0.02024263684999994
Pr3Zn,-0.0257600662500006
PmMg149,-0.02055535498333313
PtPb3,-0.029200341249999262
PrMg149,-0.019788246866666366
Sr(Mg4Al3)4,-0.025913386551723823
Ta2TiW,-0.024185508541666678
RbMg149,-0.007889555802298673
Th3Cd,-0.014741038749999547
Tl3Sb,-0.006461187500000243
Tl3Bi,-0.0295528075
TmMg3,-0.018371812499999862
YbMg3,-0.020412814999999807
YbMg3,-0.022717119999999813
SmMg149,-0.02086760188333301
Yb2Mg,-0.013898321666666824
Yb2Mg,-0.01622224999999992
Yb2Mg,-0.0113793900000001
ZnAg3,-0.018568083749999964
Zn3Ag,-0.02406458874999995
Zr3Sc,-0.026522141249999187
ThMg149,-0.013268290533333319
TbMg149,-0.021525984622221963
YMg149,-0.02206881913333329
Ce2Fe12Co5,-0.024061302631579157
Y2Mn5Co12,-0.023394127368421
Sm2Ga2Fe15,-0.027071567631579502
V(ClO2)3,-0.0277437697280007
ZnPt(CN)4,-0.027441206451999278
U3Cu3Sn4,-0.01687274699999932
Pr2Al2Fe15,-0.02841235315789516
Co3Sn2,-0.015697186999999245
TePd4,-0.024359432400000287
Pr5Co19,-0.012070516250001143
S2(NO2)3,-0.008232898433181968
Ti2Cu,-0.023779231944444017
Ho5Mg24,-0.02702918534482745
Tm6Mn23,-0.017336086206894613
Ce6Mg23C,-0.011316704291666705
Lu5Mg24,-0.010367741379310463
FeC4S2N3O5,-0.021830410434333203
LiZn13,-0.021488979642856978
Co3Mo3C,-0.020717712678572094
Ni3W3C,-0.019274869107141917
Tb2Fe17,-0.01125502771930087
Bi4Ir,-0.00683529177777776
Na4Ga4Si19,-0.023703377962963006
Y2Fe17,-0.014489697105264704
Dy2Fe17,-0.016374725263158564
Nd6ZnFe13,-0.020970921250001596
Gd2Fe17,-0.00982084078947459
Yb2Fe14B,-0.022681147450979926
Ho2Fe17,-0.021209633421054412
Pr6ZnFe13,-0.007755781250000382
Nd6Fe13Ag,-0.022517796999999007
K4In8Ge15,-0.028045917172839288
Zn(NO6)2,-0.021877054817333413
Dy2Nb2Fe15,-0.011697977330829633
Pr2Co7,-0.012283925833333202
Rb6Pd3(N18O)2,-0.02344319192019021
CoS2N5O9,-0.019117067427941947
Nd2Fe14C,-0.0156928705147065
Yb2Co17,-0.02262729710526245
Y2Co14Cu3,-0.02160049315789455
Pt(SN)4,-0.008464416196666491
HfZn22,-0.01644866956521718
Nd6CdFe13,-0.024472712250000937
Ba38Na58Li26H,-0.009592574541625902
Pr6CdFe13,-0.012030138500000476
Yb2Mn2Co15,-0.009747127105263667
GeH4,-0.007269802895999789
Co3N,-0.018608288094999814
Cu7Si2,-0.008679575555554998
U2Ru,-0.019034998333334368
NaYb3O6,-0.014894567250000535
Li3Mg5,-0.020112201249999906
MnGeP2,-0.019307756071428095
Li2ZrAl,-0.023258274999999884
Cr2O,-0.01860057708333211
CeGa3Cu,-0.01225103199999964
MgCuPb,-0.020094956666666757
Th2P2S,-0.010562333669642498
Zn9Fe4,-0.02702433769230831
ZrPb,-0.01476942500000078
URuC2,-0.02090555624999979
YBi2C,-0.00945058749999994
Tb4Pt,-0.026526068666667867
Np(CrSi)2,-0.013704863749998708
Sm4Pt,-0.019852056999999944
Pr4Pt,-0.014198861999999934
Sm4Rh6Pb19,-0.007708044827585707
Nd4Pt,-0.02029067799999993
Mn3SnH,-0.02712489472399966
MnZn13,-0.012594976071428374
Mg(H3Br)2,-0.015054553524444082
Nd4Rh6Pb19,-0.013467212413792336
MnGaFe2,-0.016048717500000365
LiGa2,-0.028007417499999576
Th(BRu)2,-0.018303450416667033
Cs(FeSb)2,-0.026653495241379232
La6AlFe13,-0.019548305250000907
LaCu9Sn4,-0.019007356071428307
Ho4Pt,-0.029462343000000855
HoBi2C,-0.02444149312499988
Dy4Pt,-0.0245065529999998
GaBiS,-0.006999160520833196
Ga2Ru,-0.0076261291666668285
Eu4Pd,-0.019571111999998437
DyCrC6(N3O2)2,-0.014112003432221817
ErBi2C,-0.01567914593749986
Ca4Rh6Pb19,-0.012669491034482748
AuBr2,-0.007559463333333127
ZrVCr,-0.018033160000000475
ZrTiW4,-0.029353806111110714
ZnCu2,-0.017536628333332988
ZnAg,-0.00872708249999965
Zn3Ag,-0.029500431249999792
ZnCu3,-0.010428831249999604
ZnCu3,-0.008196381249999884
ZnNi4,-0.0281483190000003
Zn10Fe3,-0.029480343461538785
YbPrCo17,-0.01723622605263131
YFe6Co5Re,-0.02593812288461532
YFe11Mo,-0.013200793846154878
YFe11Re,-0.019557432884616113
YCrFe11,-0.02003159461538491
Yb4ZrCo33,-0.028547617368420368
Zr(U5Ti2)2,-0.028347348444443317
YFe6Co5W,-0.024753919038462212
Y4Mg25,-0.027675000689654894
YEr3Fe34,-0.02149088407894863
Y(Co5Mo)2,-0.022343529230769175
VRu3,-0.012199656250000857
VNi,-0.010784240000000445
VNi3,-0.020980534999999634
VCrMo,-0.013372870000000129
VCrCo,-0.028730794166667312
Y3(Fe8Mo)4,-0.00851172487179424
Y11Mg76,-0.027033374137931068
UCoNiGe2,-0.019783868999999753
Tl4Bi,-0.008156768999999998
V2Cr2Fe,-0.021284493999999654
Tm3Mg,-0.010893522500000419
Tm(CrFe5)2,-0.00960212230769304
TiMnV2,-0.024077891666665963
U2Ge3,-0.029686258999998928
V2FeSn,-0.009520992499999714
Tm(Fe5Mo)2,-0.01474316846153884
TeI4,-0.024310028000000018
Te7As5I,-0.022686803461538736
ThURe4,-0.010271182500000956
Ti13Pb3,-0.02626858166666679
ThU3Re8,-0.010199008333332907
TbFe11Mo,-0.01172926333333307
TbFe11Re,-0.018088214679487728
TbFe11W,-0.014467996987179915
Tb3Mg,-0.026131120000000507
Ta2Cr3Cu,-0.015044464166665014
TaNbMo,-0.02113927404761758
TaAu,-0.019923784999999583
Ta2V3Cu,-0.02401310333333247
SmYFe4,-0.021218128750000176
SmMnCo3Cu,-0.007237838749999763
SmDyFe4,-0.02964829375000022
SmFeCu,-0.012681465833333997
SmEr3Fe34,-0.011671415460526939
Sm2Co16Ag,-0.01257183657894694
Sm2VFe16,-0.013318963947368371
Sm2Cr2Fe15C2,-0.01678386345238215
Sm2Fe17C,-0.015178810187502733
Sm2Fe15Co2,-0.011764496578947322
Sm2ZrFe16,-0.009370521842103735
Sm4Fe34C3,-0.028183418201221198
Sm(Fe5Re)2,-0.0121297021153857
Sm4Cr3Fe31C4,-0.026334750357143492
Sm4TiFe33,-0.00919382333333374
Sm2Mn2Ga2Fe13C,-0.02855111268750079
SbAs,-0.02048905000000012
PrNd,-0.0077946262500008245
PrNdCo10,-0.01885705812499931
PrTiFe11,-0.0291971066666653
PdPtAu,-0.013226323333333548
Pd4W,-0.02157852550000001
Pr2Co16Cu,-0.016170566315789427
PrFeCo4,-0.02634339500000138
Pr2Mn17C2,-0.010243770833330331
OsRu,-0.010783589999999066
NiPt,-0.011057069999999669
Np2Si3,-0.015762011500000027
PrErMn4Co13,-0.017166556578946245
NdZr3Mn8,-0.020078970624998266
Pr4ZrCo25,-0.027458045333332848
NiGeMo,-0.019339878333333616
Nd2TiFe16,-0.01417873324561619
NdEr3Fe34,-0.0068891337500001796
NbRu,-0.013307568571429229
NbMo,-0.009849201071428837
NbMoW,-0.00940460654761921
NbReMo,-0.018665713214285045
NbCo2Sn,-0.01200463928571427
Nd2(CoCu)5,-0.016123345416666268
Nb4Al,-0.018613213714286304
Nb3ZnAu,-0.014656424285713853
NiBi,-0.0145962718749999
Nb3Au,-0.008506996607144046
Nd2Mn17C2,-0.01722743440476073
Nb3Cr8Si,-0.012948137202381341
Nb3Ge,-0.027003009107144038
Ni3W6C,-0.013918646874999751
Ni31Bi32,-0.014159173015872373
Nd4Cr3Fe25B2,-0.009271568627450306
MnIr,-0.023525989999999553
MnGa,-0.029460009999999315
MnCoSn4,-0.013579881666666202
MnGaAsN,-0.0181088893450001
Mn4FeC2,-0.026653142499999456
Mn2Al2Cu,-0.013174561999999668
MgBe4Cu,-0.022189305000000086
MgIn2,-0.02519717555555534
Mn4Ga3Cu2,-0.007531684444444409
Mg3In,-0.01155886083333324
Mn4NiSe5,-0.008831510296874257
Lu(CrFe5)2,-0.014289256923079235
Lu(Fe5Mo)2,-0.01803174076923142
LaNdCo10,-0.021367331458333656
La4Mg,-0.01940707000000117
IrRh,-0.011003875000000107
Hg2TeSe,-0.02595430464843762
Ho3Mg,-0.01981963124999986
HoFe11Re,-0.02656620711538529
HgPb4,-0.013355400000000017
Ho(Fe5Mo)2,-0.010105385769230897
In9Ag17,-0.02652943788461543
HfZrCoSb2Rh,-0.007218435833333814
HfTaV4,-0.02776459916666596
GeAsW,-0.020655889166665276
K15Si92,-0.01109214934579447
GaAg3,-0.018570874999999543
Ga4Bi3As,-0.007684017499999474
GaCu4Ni15,-0.023480194500000096
FeCuTe2,-0.013274322500000046
FeCuPt2,-0.01999092999999963
FeCo,-0.008195685000000452
Er(CrFe5)2,-0.007181531923077518
FeCoSn2,-0.026016583333333898
Er(Fe5Mo)2,-0.012711392692306863
Dy3Mg,-0.017915832500000395
Er3Mg,-0.01474674624999972
CuAsSe2,-0.020301790546874532
Gd(Co5Mo)2,-0.014306308461537643
Cu4IBr3,-0.027452866249999985
Dy(Co5Mo)2,-0.027835099230769673
Cu19Sn16,-0.009967688285714107
CoPt,-0.028061759999999936
CoAsPd,-0.02352506333333319
Co4H,-0.021614835724000157
Co5(SnSb)2,-0.009893793333333178
CrRh,-0.007242104999999555
Cr3GaFe3As2,-0.0176665499999997
CoMo,-0.012373573846152052
Fe46(BC3)3,-0.011401530150863962
CeYMg4,-0.027411658333332884
CeMg2Ni,-0.025832817499999994
CeMn7Ni5,-0.006702746153844321
CdAg,-0.029429317499999774
CdAg3,-0.017481641249999402
CeMnIn,-0.027917001111111023
Ce(Co5Mo)2,-0.02086305538461466
Ce(Fe5Re)2,-0.01672314192307694
Ce2Fe17C,-0.016608565937501395
Cr23Ga26Fe3,-0.0253623990384612
Be4NiGe,-0.020893777499999544
CdOs2(NO)6,-0.012192368451999868
Bi3Au,-0.01441470374999998
AlCo4,-0.02848480600000016
AlCrFe2,-0.009082949999999812
AlAg4,-0.025963671999999605
CsZn8,-0.008659964022988397
AgPt4,-0.008972913999999577
Ag2Te,-0.01770689999999971
Cu6Sn5,-0.016561408181817425
Al2W,-0.024446668055556446
Re24Mo5,-0.007929543448275627
MnAu,-0.009755834999999102
KAg2,-0.010834641833332862
Al2Cu,-0.026324293333332822
Y3Fe29,-0.008239303750000815
Er2Mg,-0.025445926666667045
Cu3P,-0.01988355511904712
HoMn12,-0.006803635769229616
Fe7W6,-0.016088598076923796
Ge(Te2As)2,-0.028313786428571217
Sb7Mo3,-0.009657015999999885
TiHg,-0.009828848333333084
SnHgP14,-0.009294800624999766
LaMn3Ni2,-0.01470230944444495
Zn13Fe,-0.02453280321428584
Er2Fe17,-0.024728962894739113
LaCo5,-0.012049358333333279
Mg23Al30,-0.011804936981131917
CeMg3,-0.019007997499999707
HgTe,-0.015645185000000117
Cr3Ga4,-0.023453408095237126
ZrCr2,-0.026079657499999815
Cu3Ge,-0.007904431249999178
Pu2C3,-0.012723458000000677
Tm5Mg24,-0.027262201379310444
In2Ag,-0.018900675555556152
Mn3Ge,-0.025371608749999552
Ti3In4,-0.02841269619047588
MgIn3,-0.022796377499999743
Fe3W3C,-0.02003110660714315
FeSb2,-0.023997586666666848
Mn3SnC,-0.013471480749998932
Fe2W,-0.017543814166669353
CuAu3,-0.015361892500000085
InNi2,-0.01693451611111148
Mg17Al12,-0.0236174244827583
Cr2As,-0.021236547222220754
V3Sn,-0.022106272499999413
In3Co,-0.011067911875000114
NbRu3C,-0.007677413178571157
ErMn12,-0.012199155769229501
HgP14Pb,-0.01460663562499942
HgO2,-0.029520467499999963
NiBi3,-0.012625432500000144
NaSi,-0.018953528750000004
HRh,-0.0211731393099992
Sb2Os,-0.018423989999999908
TlP5,-0.02477665970238026
Be4B,-0.01262210633333325
Ag3P11,-0.026356596683673468
AgTe3,-0.012793282500000114
PrCo5,-0.00912419999999988
PuIr2,-0.01997216562499915
P2Se5,-0.009525016750637454
Re3Ge7,-0.01124917874999909
Mn3ZnC,-0.029270378749998827
CuAsSe2,-0.028536390546874735
U3Si2C3,-0.012183269531249152
Fe2CoGe,-0.014731223750000133
CrGaFe2,-0.02543203249999948
Tl2Au,-0.027126243333333022
Tm2Fe17,-0.028248459473684904
Nb5Ga3,-0.023086612589286126
NdMg12,-0.023588112884615462
Ag2Se,-0.024919004531250028
Ag2Te,-0.02706816000000008
UMn2,-0.026319749999998976
TlSbSe2,-0.023233456796875274
Mg(AlSi)2,-0.0070271959999999465
Pr6Fe13Ag,-0.008233305750000853
Cr3Pt,-0.021787663749998742
Te3As2,-0.01506393800000012
PH8BrN4,-0.013280341473061088
Cr5As3,-0.02340842874999982
K4Si23,-0.01589078340740739
MgCo,-0.018933567499999526
NbCr2,-0.010198034047618876
Mg2Tl,-0.02008916833333332
SrMg4,-0.022239022999999886
Co7Mo6,-0.017009762307691946
TaSn2,-0.018159722499999493
Cu5Sn4,-0.021065071111110528
RbC8,-0.029542766149425068
MnSbRh,-0.007263314999999437
Ba19Na29Li13,-0.017501062459016285
Ta3Au,-0.027028877499999382
URe2,-0.014868836666667088
Ba38Na58Li26N,-0.022982324084389938
LaCo5,-0.014460763333333423
Li2Ca,-0.009753397500000224
Si3As4,-0.01302787857142919
Zn13Sb10,-0.007431149347826188
Mn2Os(CN)6,-0.0114814054519987
Mg5Tl2,-0.0213058692857143
Tb2Fe17,-0.009924202982456396
PrCo3,-0.009371372499999827
Cr11Ge19,-0.01735641233333259
MgZn5,-0.019260407916666427
CaIn2,-0.006942833888889055
Gd2Fe17,-0.009352231578949505
U6Co,-0.023827092857142622
AgCSN,-0.017566306923124664
Cd27Pd8,-0.021175890571428876
Ag3Sn,-0.025587956249999433
Tl7Sb2,-0.011824752037037351
NaMnCr(CN)6,-0.017296108118665644
MnTePd,-0.008000676666666115
GaFe2Ni,-0.01810299999999998
Se2SN2Cl,-0.029608254253333872
Mn5Ge2,-0.02813264214285636
NaN3,-0.022479300534999247
U6Ni,-0.009780702857142387
Fe2Re3,-0.01682822199999805
NbZn16,-0.0260632398319326
BaCu13,-0.013913772857142601
Zn7Mo,-0.011568769374999732
ZrFe12Si2B,-0.018321533385416977
Np(FeGe)2,-0.006357219749999388
W43N38,-0.022687592011604387
InAgTe2,-0.01918399833333358
Ag8GeTe6,-0.023032375333333258
Cr2AsSe,-0.015432920898436286
Ag8GeTe6,-0.02935665700000006
ZnCuAs,-0.016330458333333315
HN,-0.020642798625000403
Cu17Se10,-0.020223803553240265
Mn14Sb13,-0.016359904814813128
Mn27Sb26,-0.026233624150942228
Cu19Se11,-0.008603428151041707
FeAg3H6(C3N4)2,-0.012526976177499686
B4C,-0.029260759083333216
Mn(H2N)2,-0.01127065828428491
Mn5Ge2,-0.018029924047619078
Hg2H2C2NCl5,-0.01628098070166691
Mo15Se19,-0.029590656861213413
Cu3P,-0.02065113428571408
ZnSb,-0.026918765625000063
SnP3,-0.006633047857143026
Zn3N2,-0.021682354952000084
HgO2,-0.021409777500000022
Tl2Au,-0.012411656666666696
CrNi2,-0.02099667333333362
AgP2,-0.007925793928571068
Th2Fe17,-0.023987450000000285
Cu5Sn4,-0.011629567222222192
CuS2,-0.009301364375000176
BPt3,-0.02457128166666589
LiAc2Ru,-0.009384874583333591
Ir3Rh,-0.01137964750000009
GeTe7As4,-0.01550386624999985
ZnAg3,-0.02911194625000002
MgSc2,-0.0290667133333334
Fe3Re,-0.010160490625001017
Li5Mg,-0.021416596666666916
DyThTc2,-0.026152132500000036
CeYMg2,-0.010902887499999458
TaAlPt,-0.02009364999999974
ZrCoAs,-0.024435738333333273
TiNiGe,-0.011738020555556025
TiBiRh,-0.028733467222221993
CrGeRh,-0.010345188333333274
NaYSn,-0.013795243333332744
FeSb3,-0.022451215000001135
SrMg3,-0.01230774999999995
Zn3Co,-0.02741113124999961
Zn6Mo,-0.02810226428571383
YbMg3,-0.027346817499999787
MgHg5,-0.018823734999999935
MgIn3,-0.028658309999999965
LuMg3,-0.021808773749999677
PaFe3,-0.012702114999999736
Li(Mg4Al3)4,-0.024161863103448068
Li(Mg4Al3)4,-0.023457515862068786
LiCu3,-0.013451479999999627
OsRu3,-0.010157183749999632
Ir3Ru,-0.02595666374999972
PtRh3,-0.014134620000000986
PtRh3,-0.01586844500000062
Pt3Rh,-0.010487599999999375
IrRu,-0.02473620249999975
Mn3Be,-0.006432242499999852
Pt3Rh,-0.010434527499999291
Rb3Hg,-0.012415692758620755
Rb3Hg,-0.00823331025862084
MnZn3,-0.01143419624999975
LiCa2Mg,-0.020746129999999807
Hf5Sc,-0.013276995833332231
Li3Mg,-0.022888807499999775
Li3Mg,-0.024407117499999798
Li3Mg,-0.02280263249999992
Hf3Bi,-0.008736009999999794
Ni3S,-0.016072861015625328
Ni3S,-0.026675537265624882
Li2Mg,-0.028687849999999848
Li5Mg,-0.01348992500000031
Li5Mg,-0.015593615000000227
Li2Mg,-0.01863570500000004
Li2Mg,-0.018065886666666604
Pr2Fe17C3,-0.01798156164772732
MgSn3,-0.01585842500000023
Mg3Cu,-0.007810947499999887
Mg3Pb,-0.028613099999999836
Sm3Zn,-0.02608749812500033
Yb2Mg,-0.011756661666666742
TmMn12,-0.016196572307690688
YMg5,-0.01799336166666639
MgHg5,-0.02161339333333334
Li5Mg,-0.02163553166666669
Ga3Au,-0.023867452499999775
Cr3CdTe4,-0.008510340625000445
BAs,-0.008985170833334166
Ac2Mg,-0.029074144444444155
CdNi,-0.021307248333333344
Ti3In,-0.02890809333333344
Ti2AlZn,-0.008654104583333933
NiBi,-0.021035409999999644
NbFe3,-0.02250436553571511
Mg(CrN)2,-0.014736598951999724
Mg(NiN)2,-0.009484394951999065
TlAgTe2,-0.041181611250000305
Nd7Co3,-0.05166266725000028
CdSnSb2,-0.041018563750000236
Co3W,-0.0342747193749986
ZrAg2,-0.047356403333334164
CrN,-0.031227791190000076
CrN2,-0.036826125753331475
CrN2,-0.03435886908666556
Cr3N4,-0.03128987350285413
LaMg3,-0.03718948750000006
Mg3Cd,-0.04701638624999993
Mg7Sn,-0.041558158124999744
SrMg6Bi,-0.036073866874999805
SrMg6Bi,-0.05189005437499983
BaMg6Sb,-0.03735904562500014
BaMg6Sb,-0.03446686437500013
Mg6CdGa,-0.04755726812500005
Mg6CdGa,-0.04278231062500004
Mg6GaBi,-0.03666242437499978
Mg6GaBi,-0.03836439437499983
Mg6BiSb,-0.03508502499999988
Mg6CdBi,-0.03148480124999997
Mg6CdBi,-0.04126337375000011
NaMg6Sb,-0.03674306500000002
NaMg6Sb,-0.032008878750000136
LaMg6Si,-0.042399657499999854
CeMg6Bi,-0.04827866687499993
CdCo3N,-0.03925554947599963
CrNiSb,-0.03109150833333274
EuC2,-0.030807180833332854
BaMgSn,-0.04743490500000025
MnCoSb,-0.05132004833333189
ReN2,-0.04872745075333403
ReN2,-0.03088331575333214
LaMg6Ga,-0.036972693749999674
LiMg6Cd,-0.04903338687499992
LiMg6Cd,-0.04904980062499997
LiMg6Ga,-0.04852455625000007
Mg6SnBi,-0.05540835749999973
Mg6SnBi,-0.04541252999999967
Mg6GaSn,-0.04930828687499966
SrMg6Sn,-0.03905622312499979
SrMg6Sn,-0.030047131874999744
CeMg6Sn,-0.04921389062499992
Mg6ZrSb,-0.05569786562500001
Mg6ZrSn,-0.04563318812500006
Mg6ZnSb,-0.039577401249999644
Mg6ZrSn,-0.03550320187499967
Mg6ZnSn,-0.033203724999999684
Mg6ZnSn,-0.03402970999999977
YMg6Cd,-0.04186380312500004
Mg6ZnSb,-0.048276587499999746
YMg6Cd,-0.04119120687500022
YMg6Si,-0.03080026625000043
LaYMg6,-0.03724786999999985
CaMg6Ga,-0.03013074874999999
CaMg6Ga,-0.033406959999999986
CaYMg6,-0.05565866624999982
CaYMg6,-0.049139882499999565
YMg6Al,-0.030221757500000113
HoBC,-0.05446251847222191
SmC6,-0.03086343214285644
Co3H,-0.03303659340499987
Mg14GaSb,-0.04412926843749965
Mg14CdSb,-0.04165450312499974
Mg14CdGa,-0.03286614468749982
Mg14CdSn,-0.032658061874999644
SrMg14Sb,-0.03132580718749978
Mg14GaSn,-0.04674643531249956
Mg14CdSn,-0.04390054812499966
Mg14SnSb,-0.04813763687499972
Mg14SnSb,-0.035119711249999686
LaMg14Bi,-0.04124280718749973
CeMg14Sb,-0.04351071156249953
LiMg14Bi,-0.03382281218749972
LiMg14Sb,-0.0470965515624997
Mg14ZrSb,-0.03273240906250008
Mg14ZrSn,-0.030695985312500174
YMg14Sb,-0.030674167187499712
YMg14Bi,-0.049238549687499855
YMg14Ga,-0.036304375624999885
Mg14ZnSn,-0.031358606249999754
CaMg14Bi,-0.03622705531249992
CaMg14Sb,-0.05289506656249987
CaMg14Sn,-0.03862807656249978
LiMg14Sn,-0.029867952812499654
LiMg14Sn,-0.04336466343749956
LaMg14Sn,-0.04485274718749954
Zn2SbN3,-0.035058020356665644
KZnN,-0.03009082512666635
RbRuN2,-0.04281940768245729
CsRuN2,-0.04593376049172378
MnCoSi,-0.0444306783333334
Mg2Bi,-0.044370562499999856
Mg3Cd,-0.037423616874999954
Mg2Bi,-0.03060376999999992
Mg2Bi,-0.03588878416666663
CaZn,-0.03363657250000007
MgCd,-0.04841775833333332
MgBi,-0.044227937499999946
MgCd,-0.03476716916666659
MgBi,-0.05335568249999989
MgCd2,-0.033316385000000004
MgCd2,-0.03634064499999997
MgBi,-0.03419869333333322
Mg2Cd,-0.053757769999999816
MgBi2,-0.03391678499999943
Mg2Cd,-0.05498412583333323
MgBi,-0.0335570616666665
CaMg,-0.04105935000000005
CaMg3,-0.046876382500000036
MgBi,-0.044167145
CaMg3,-0.04467650499999998
Mg3Cd,-0.04949020874999999
CaZn,-0.046110202499999975
Ca2Mg,-0.03671359666666666
CaMg,-0.038980616666666634
Mg2Cd,-0.036267138333333136
MgCd2,-0.05363794166666658
NaLi2N,-0.037258411844999895
MgNi2,-0.041417084999999666
DyHg2,-0.05047573333333322
MgNi3,-0.04558862000000019
BiSe,-0.04799934179687515
BiSe,-0.04887887179687489
ZrSi,-0.04486576750000015
UCu4Au,-0.03278414833333265
UCuSn,-0.04084092833333249
U2TiH3,-0.037832850421111175
Mg9Si5,-0.03156989142857114
NaAs2,-0.04568089500000028
MgSiSb2,-0.03621492500000034
LiTl,-0.03148269374999968
Mn3Ge,-0.03836781500000086
NaTl,-0.03218607374999993
KTl,-0.03798638524999998
SiHgP2,-0.05214143732142862
CrTe,-0.04199522499999997
GeTe,-0.03762857250000007
Rb2PtC2,-0.04616775763793157
